Dataset,Algorithm,Type,Run,Threads,Time,Metric,Best Iteration,Iterations,Eta,Leaves,Depth,Hessian,Subsample,Colsample_bytree
'bosch','xgboost-lossguide','depth',8,3,537.041876953125,0.722888356243,308,400,0.02,1023,10,1,1,1
'bosch','xgboost-lossguide','depth',9,3,620.498775878906,0.727256205470,343,400,0.02,2047,11,1,1,1
'bosch','xgboost-lossguide','depth',10,3,700.027599853516,0.725654057671,338,400,0.02,4095,12,1,1,1
'bosch','xgboost-lossguide','hessian',1,3,607.091905273438,0.722888356243,308,400,0.02,1023,10,1,1,1
'bosch','xgboost-lossguide','hessian',2,3,476.452367187500,0.725059542169,325,400,0.02,1023,10,5,1,1
'bosch','xgboost-lossguide','hessian',3,3,414.358666259766,0.718156451878,308,400,0.02,1023,10,25,1,1
'bosch','xgboost-lossguide','hessian',4,3,397.948683837891,0.703630251594,282,400,0.02,1023,10,125,1,1
'bosch','xgboost-lossguide','sampling',1,3,451.470647949219,0.723430755617,684,750,0.04,63,6,1,1,1
'bosch','xgboost-lossguide','sampling',2,3,581.432466796875,0.722520767499,372,750,0.04,63,6,1,0.8,1
'bosch','xgboost-lossguide','sampling',3,3,551.633616943359,0.719379865882,297,750,0.04,63,6,1,0.6,1
'bosch','xgboost-lossguide','sampling',4,3,497.157979980469,0.720782556347,549,750,0.04,63,6,1,0.4,1
'bosch','xgboost-depthwise','depth',1,3,852.383080810547,0.713453373611,1999,2000,0.02,7,3,1,1,1
'bosch','xgboost-depthwise','depth',2,3,718.562968261719,0.719907258498,1402,1500,0.02,15,4,1,1,1
'bosch','xgboost-depthwise','depth',3,3,568.529895019531,0.719897626363,955,1000,0.02,31,5,1,1,1
'bosch','xgboost-depthwise','depth',4,3,536.801156005859,0.722383412570,723,800,0.02,63,6,1,1,1
'bosch','xgboost-depthwise','depth',5,3,433.746763916016,0.719151746500,399,500,0.02,127,7,1,1,1
'bosch','xgboost-depthwise','depth',6,3,434.798009277344,0.725021133410,328,400,0.02,255,8,1,1,1
'bosch','xgboost-depthwise','depth',7,3,509.876798828125,0.724839818030,391,400,0.02,511,9,1,1,1
'bosch','xgboost-depthwise','depth',8,3,592.773676757812,0.722888356243,308,400,0.02,1023,10,1,1,1
'bosch','xgboost-depthwise','depth',9,3,680.939302001953,0.727256205470,343,400,0.02,2047,11,1,1,1
'bosch','xgboost-depthwise','depth',10,3,739.336183837891,0.725654057671,338,400,0.02,4095,12,1,1,1
'bosch','xgboost-depthwise','hessian',1,3,554.361837158203,0.722888356243,308,400,0.02,1023,10,1,1,1
'bosch','xgboost-depthwise','hessian',2,3,472.593135986328,0.725059542169,325,400,0.02,1023,10,5,1,1
'bosch','xgboost-depthwise','hessian',3,3,407.956164794922,0.718156451878,308,400,0.02,1023,10,25,1,1
'bosch','xgboost-depthwise','hessian',4,3,394.064949951172,0.703630251594,282,400,0.02,1023,10,125,1,1
'bosch','xgboost-depthwise','sampling',1,3,455.019373779297,0.723430755617,684,750,0.04,63,6,1,1,1
'bosch','xgboost-depthwise','sampling',2,3,573.423645019531,0.722520767499,372,750,0.04,63,6,1,0.8,1
'bosch','xgboost-depthwise','sampling',3,3,538.641181884766,0.719379865882,297,750,0.04,63,6,1,0.6,1
'bosch','xgboost-depthwise','sampling',4,3,488.246811767578,0.720782556347,549,750,0.04,63,6,1,0.4,1
'bosch','xgboost-lossguide','leaves',1,2,1064.346275146484,0.712459216929,1995,2000,0.02,7,0,1,1,1
'bosch','xgboost-lossguide','leaves',2,2,936.765604980469,0.721185332723,1462,1500,0.02,15,0,1,1,1
'bosch','xgboost-lossguide','leaves',3,2,593.706777099609,0.723785790557,426,750,0.02,31,0,1,1,1
'bosch','xgboost-lossguide','leaves',4,2,513.164869873047,0.726102716238,405,500,0.02,63,0,1,1,1
'bosch','xgboost-lossguide','leaves',5,2,536.587956787109,0.728068437439,314,400,0.02,127,0,1,1,1
'bosch','xgboost-lossguide','leaves',6,2,672.651249755859,0.728706666015,316,350,0.02,255,0,1,1,1
'bosch','xgboost-lossguide','leaves',7,2,952.943686767578,0.726142320225,324,325,0.02,511,0,1,1,1
'bosch','xgboost-lossguide','leaves',8,2,1337.921879150391,0.724379308734,300,300,0.02,1023,0,1,1,1
'bosch','xgboost-lossguide','leaves',9,2,1300.246228271484,0.709059997533,133,200,0.02,2047,0,1,1,1
'bosch','xgboost-lossguide','leaves',10,2,1672.589953857422,0.704370441753,125,200,0.02,4095,0,1,1,1
'bosch','xgboost-lossguide','depth',1,2,1154.191237060547,0.714533349781,1920,2000,0.02,7,3,1,1,1
'bosch','xgboost-lossguide','depth',2,2,927.389259277344,0.719808083178,1425,1500,0.02,15,4,1,1,1
'bosch','xgboost-lossguide','depth',3,2,721.515578857422,0.721459230137,977,1000,0.02,31,5,1,1,1
'bosch','xgboost-lossguide','depth',4,2,666.323058105469,0.722383412570,723,800,0.02,63,6,1,1,1
'bosch','xgboost-lossguide','depth',5,2,498.653041015625,0.719151746500,399,500,0.02,127,7,1,1,1
'bosch','xgboost-lossguide','depth',6,2,480.466132812500,0.725021133410,328,400,0.02,255,8,1,1,1
'bosch','xgboost-lossguide','depth',7,2,550.484253906250,0.724839818030,391,400,0.02,511,9,1,1,1
'bosch','xgboost-lossguide','depth',8,2,615.686219726563,0.722888356243,308,400,0.02,1023,10,1,1,1
'bosch','xgboost-lossguide','depth',9,2,682.969309082031,0.727256205470,343,400,0.02,2047,11,1,1,1
'bosch','xgboost-lossguide','depth',10,2,784.199313720703,0.725654057671,338,400,0.02,4095,12,1,1,1
'bosch','xgboost-lossguide','hessian',1,2,578.747431884766,0.722888356243,308,400,0.02,1023,10,1,1,1
'bosch','xgboost-lossguide','hessian',2,2,509.445697998047,0.725059542169,325,400,0.02,1023,10,5,1,1
'bosch','xgboost-lossguide','hessian',3,2,462.986157226563,0.718156451878,308,400,0.02,1023,10,25,1,1
'bosch','xgboost-lossguide','hessian',4,2,472.261894042969,0.703630251594,282,400,0.02,1023,10,125,1,1
'bosch','xgboost-lossguide','sampling',1,2,531.167478271484,0.723430755617,684,750,0.04,63,6,1,1,1
'bosch','xgboost-lossguide','sampling',2,2,686.308577880859,0.722520767499,372,750,0.04,63,6,1,0.8,1
'bosch','xgboost-lossguide','sampling',3,2,622.903128906250,0.719379865882,297,750,0.04,63,6,1,0.6,1
'bosch','xgboost-lossguide','sampling',4,2,554.735037841797,0.720782556347,549,750,0.04,63,6,1,0.4,1
'bosch','xgboost-depthwise','depth',1,2,1054.283051025391,0.713453373611,1999,2000,0.02,7,3,1,1,1
'bosch','xgboost-depthwise','depth',2,2,875.158661132813,0.719907258498,1402,1500,0.02,15,4,1,1,1
'bosch','xgboost-depthwise','depth',3,2,1045.704372070313,0.719897626363,955,1000,0.02,31,5,1,1,1
'bosch','xgboost-depthwise','depth',4,2,580.010689941406,0.722383412570,723,800,0.02,63,6,1,1,1
'bosch','xgboost-depthwise','depth',5,2,466.188061279297,0.719151746500,399,500,0.02,127,7,1,1,1
'bosch','xgboost-depthwise','depth',6,2,435.435558837891,0.725021133410,328,400,0.02,255,8,1,1,1
'bosch','xgboost-depthwise','depth',7,2,504.737213134766,0.724839818030,391,400,0.02,511,9,1,1,1
'bosch','xgboost-depthwise','depth',8,2,573.116860351563,0.722888356243,308,400,0.02,1023,10,1,1,1
'bosch','xgboost-depthwise','depth',9,2,634.203800781250,0.727256205470,343,400,0.02,2047,11,1,1,1
'bosch','xgboost-depthwise','depth',10,2,711.143090087891,0.725654057671,338,400,0.02,4095,12,1,1,1
'bosch','xgboost-depthwise','hessian',1,2,562.773656982422,0.722888356243,308,400,0.02,1023,10,1,1,1
'bosch','xgboost-depthwise','hessian',2,2,485.755696777344,0.725059542169,325,400,0.02,1023,10,5,1,1
'bosch','xgboost-depthwise','hessian',3,2,456.142593750000,0.718156451878,308,400,0.02,1023,10,25,1,1
'bosch','xgboost-depthwise','hessian',4,2,439.916244873047,0.703630251594,282,400,0.02,1023,10,125,1,1
'bosch','xgboost-depthwise','sampling',1,2,512.006891845703,0.723430755617,684,750,0.04,63,6,1,1,1
'bosch','xgboost-depthwise','sampling',2,2,660.354378906250,0.722520767499,372,750,0.04,63,6,1,0.8,1
'bosch','xgboost-depthwise','sampling',3,2,609.244485839844,0.719379865882,297,750,0.04,63,6,1,0.6,1
'bosch','xgboost-depthwise','sampling',4,2,552.889363281250,0.720782556347,549,750,0.04,63,6,1,0.4,1
'bosch','xgboost-lossguide','leaves',1,1,1714.233081787109,0.712459216929,1995,2000,0.02,7,0,1,1,1
'bosch','xgboost-lossguide','leaves',2,1,1426.785596923828,0.721185332723,1462,1500,0.02,15,0,1,1,1
'bosch','xgboost-lossguide','leaves',3,1,878.575628173828,0.723785790557,426,750,0.02,31,0,1,1,1
'bosch','xgboost-lossguide','leaves',4,1,753.943754150391,0.726102716238,405,500,0.02,63,0,1,1,1
'bosch','xgboost-lossguide','leaves',5,1,780.241876220703,0.728068437439,314,400,0.02,127,0,1,1,1
'bosch','xgboost-lossguide','leaves',6,1,896.783113037109,0.728706666015,316,350,0.02,255,0,1,1,1
'bosch','xgboost-lossguide','leaves',7,1,1170.108111816406,0.726142320225,324,325,0.02,511,0,1,1,1
'bosch','xgboost-lossguide','leaves',8,1,1591.033769775391,0.724379308734,300,300,0.02,1023,0,1,1,1
'bosch','xgboost-lossguide','leaves',9,1,1463.062547119141,0.709059997533,133,200,0.02,2047,0,1,1,1
'bosch','xgboost-lossguide','leaves',10,1,1841.671863281250,0.704370441753,125,200,0.02,4095,0,1,1,1
'bosch','xgboost-lossguide','depth',1,1,1710.969346191406,0.714533349781,1920,2000,0.02,7,3,1,1,1
'bosch','xgboost-lossguide','depth',2,1,1420.235613769531,0.719808083178,1425,1500,0.02,15,4,1,1,1
'bosch','xgboost-lossguide','depth',3,1,1053.338804931641,0.721459230137,977,1000,0.02,31,5,1,1,1
'bosch','xgboost-lossguide','depth',4,1,964.859901123047,0.722383412570,723,800,0.02,63,6,1,1,1
'bosch','xgboost-lossguide','depth',5,1,728.406234130859,0.719151746500,399,500,0.02,127,7,1,1,1
'bosch','xgboost-lossguide','depth',6,1,688.982603027344,0.725021133410,328,400,0.02,255,8,1,1,1
'bosch','xgboost-lossguide','depth',7,1,756.185071777344,0.724839818030,391,400,0.02,511,9,1,1,1
'bosch','xgboost-lossguide','depth',8,1,843.342489746094,0.722888356243,308,400,0.02,1023,10,1,1,1
'bosch','xgboost-lossguide','depth',9,1,927.681341064453,0.727256205470,343,400,0.02,2047,11,1,1,1
'bosch','xgboost-lossguide','depth',10,1,1008.202437744141,0.725654057671,338,400,0.02,4095,12,1,1,1
'bosch','xgboost-lossguide','hessian',1,1,835.174383056641,0.722888356243,308,400,0.02,1023,10,1,1,1
'bosch','xgboost-lossguide','hessian',2,1,757.323748291016,0.725059542169,325,400,0.02,1023,10,5,1,1
'bosch','xgboost-lossguide','hessian',3,1,737.612495849609,0.718156451878,308,400,0.02,1023,10,25,1,1
'bosch','xgboost-lossguide','hessian',4,1,754.763799072266,0.703630251594,282,400,0.02,1023,10,125,1,1
'bosch','xgboost-lossguide','sampling',1,1,817.806614013672,0.723430755617,684,750,0.04,63,6,1,1,1
'bosch','xgboost-lossguide','sampling',2,1,1050.549362060547,0.722520767499,372,750,0.04,63,6,1,0.8,1
'bosch','xgboost-lossguide','sampling',3,1,966.374375976563,0.719379865882,297,750,0.04,63,6,1,0.6,1
'bosch','xgboost-lossguide','sampling',4,1,856.126332031250,0.720782556347,549,750,0.04,63,6,1,0.4,1
'bosch','xgboost-depthwise','depth',1,1,1829.666237792969,0.713453373611,1999,2000,0.02,7,3,1,1,1
'bosch','xgboost-depthwise','depth',2,1,1492.798029052734,0.719907258498,1402,1500,0.02,15,4,1,1,1
'bosch','xgboost-depthwise','depth',3,1,1117.436834960937,0.719897626363,955,1000,0.02,31,5,1,1,1
'bosch','xgboost-depthwise','depth',4,1,1010.838713134766,0.722383412570,723,800,0.02,63,6,1,1,1
'bosch','xgboost-depthwise','depth',5,1,781.021151123047,0.719151746500,399,500,0.02,127,7,1,1,1
'bosch','xgboost-depthwise','depth',6,1,730.778594970703,0.725021133410,328,400,0.02,255,8,1,1,1
'bosch','xgboost-depthwise','depth',7,1,808.556175781250,0.724839818030,391,400,0.02,511,9,1,1,1
'bosch','xgboost-depthwise','depth',8,1,909.089397949219,0.722888356243,308,400,0.02,1023,10,1,1,1
'bosch','xgboost-depthwise','depth',9,1,1000.938153076172,0.727256205470,343,400,0.02,2047,11,1,1,1
'bosch','xgboost-depthwise','depth',10,1,1097.349256835937,0.725654057671,338,400,0.02,4095,12,1,1,1
'bosch','xgboost-depthwise','hessian',1,1,905.312510009766,0.722888356243,308,400,0.02,1023,10,1,1,1
'bosch','xgboost-depthwise','hessian',2,1,839.071252197266,0.725059542169,325,400,0.02,1023,10,5,1,1
'bosch','xgboost-depthwise','hessian',3,1,794.836228759766,0.718156451878,308,400,0.02,1023,10,25,1,1
'bosch','xgboost-depthwise','hessian',4,1,802.931209228516,0.703630251594,282,400,0.02,1023,10,125,1,1
'bosch','xgboost-depthwise','sampling',1,1,877.703745117188,0.723430755617,684,750,0.04,63,6,1,1,1
'bosch','xgboost-depthwise','sampling',2,1,1127.159316162109,0.722520767499,372,750,0.04,63,6,1,0.8,1
'bosch','xgboost-depthwise','sampling',3,1,1039.378154052734,0.719379865882,297,750,0.04,63,6,1,0.6,1
'bosch','xgboost-depthwise','sampling',4,1,921.098032958984,0.720782556347,549,750,0.04,63,6,1,0.4,1
'higgs','xgboost-lossguide','leaves',1,40,799.456782958984,0.832800460780,2000,2000,0.25,7,0,1,1,1
'higgs','xgboost-lossguide','leaves',2,40,708.733175048828,0.838804835856,1499,1500,0.25,15,0,1,1,1
'higgs','xgboost-lossguide','leaves',3,40,613.414878906250,0.841702625871,998,1000,0.25,31,0,1,1,1
'higgs','xgboost-lossguide','leaves',4,40,438.784927246094,0.839532442410,500,500,0.25,63,0,1,1,1
'higgs','xgboost-lossguide','leaves',5,40,492.653677001953,0.843317644269,398,400,0.25,127,0,1,1,1
'higgs','xgboost-lossguide','leaves',6,40,599.407442138672,0.844818381326,350,350,0.25,255,0,1,1,1
'higgs','xgboost-lossguide','leaves',7,40,803.264385009766,0.845949528763,297,300,0.25,511,0,1,1,1
'higgs','xgboost-lossguide','leaves',8,40,1131.071212890625,0.847941032281,250,250,0.25,1023,0,1,1,1
'higgs','xgboost-lossguide','leaves',9,40,1492.421804931641,0.847326972779,195,200,0.25,2047,0,1,1,1
'higgs','xgboost-lossguide','leaves',10,40,2088.345591308594,0.847727381496,115,150,0.25,4095,0,1,1,1
'higgs','xgboost-lossguide','depth',1,40,943.492412841797,0.827786072589,2000,2000,0.25,7,3,1,1,1
'higgs','xgboost-lossguide','depth',2,40,924.732492919922,0.835419759430,1499,1500,0.25,15,4,1,1,1
'higgs','xgboost-lossguide','depth',3,40,850.639277099609,0.839156671717,1000,1000,0.25,31,5,1,1,1
'higgs','xgboost-lossguide','depth',4,40,567.391134765625,0.837815694409,500,500,0.25,63,6,1,1,1
'higgs','xgboost-lossguide','depth',5,40,603.405009033203,0.841227910659,400,400,0.25,127,7,1,1,1
'higgs','xgboost-lossguide','depth',6,40,715.628037109375,0.844056640136,350,350,0.25,255,8,1,1,1
'higgs','xgboost-lossguide','depth',7,40,859.673754150391,0.845706024692,300,300,0.25,511,9,1,1,1
'higgs','xgboost-lossguide','depth',8,40,1058.643015136719,0.846481645559,249,250,0.25,1023,10,1,1,1
'higgs','xgboost-lossguide','depth',9,40,1287.018742919922,0.846737417884,200,200,0.25,2047,11,1,1,1
'higgs','xgboost-lossguide','depth',10,40,1506.312527343750,0.845981019755,150,150,0.25,4095,12,1,1,1
'higgs','xgboost-lossguide','hessian',1,40,895.876953125000,0.844654078613,200,200,0.25,1023,10,1,1,1
'higgs','xgboost-lossguide','hessian',2,40,896.336898925781,0.845245222662,200,200,0.25,1023,10,5,1,1
'higgs','xgboost-lossguide','hessian',3,40,744.080239013672,0.845230152271,200,200,0.25,1023,10,25,1,1
'higgs','xgboost-lossguide','hessian',4,40,704.864396240234,0.845018092246,200,200,0.25,1023,10,125,1,1
'higgs','xgboost-lossguide','sampling',1,40,453.818721679687,0.835800907089,400,400,0.25,63,6,1,1,1
'higgs','xgboost-lossguide','sampling',2,40,675.208133056641,0.836286210115,400,400,0.25,63,6,1,0.8,1
'higgs','xgboost-lossguide','sampling',3,40,588.383713134766,0.836510374684,400,400,0.25,63,6,1,0.6,1
'higgs','xgboost-lossguide','sampling',4,40,551.057449951172,0.835809306680,400,400,0.25,63,6,1,0.4,1
'higgs','xgboost-depthwise','depth',1,40,960.504416992188,0.827299565408,1999,2000,0.25,7,3,1,1,1
'higgs','xgboost-depthwise','depth',2,40,950.616219970703,0.834997116585,1500,1500,0.25,15,4,1,1,1
'higgs','xgboost-depthwise','depth',3,40,832.987512207031,0.839119967871,1000,1000,0.25,31,5,1,1,1
'higgs','xgboost-depthwise','depth',4,40,556.532505859375,0.838625029200,500,500,0.25,63,6,1,1,1
'higgs','xgboost-depthwise','depth',5,40,593.918792724609,0.841023485841,400,400,0.25,127,7,1,1,1
'higgs','xgboost-depthwise','depth',6,40,704.725495849609,0.844026048749,350,350,0.25,255,8,1,1,1
'higgs','xgboost-depthwise','depth',7,40,868.819298339844,0.845803282552,300,300,0.25,511,9,1,1,1
'higgs','xgboost-depthwise','depth',8,40,1052.405010986328,0.846481645559,249,250,0.25,1023,10,1,1,1
'higgs','xgboost-depthwise','depth',9,40,1289.526826904297,0.846737417884,200,200,0.25,2047,11,1,1,1
'higgs','xgboost-depthwise','depth',10,40,1502.078687988281,0.845981019755,150,150,0.25,4095,12,1,1,1
'higgs','xgboost-depthwise','hessian',1,40,887.489470214844,0.844654078613,200,200,0.25,1023,10,1,1,1
'higgs','xgboost-depthwise','hessian',2,40,893.184384033203,0.845245222662,200,200,0.25,1023,10,5,1,1
'higgs','xgboost-depthwise','hessian',3,40,811.454007080078,0.845230152271,200,200,0.25,1023,10,25,1,1
'higgs','xgboost-depthwise','hessian',4,40,663.281781738281,0.845018092246,200,200,0.25,1023,10,125,1,1
'higgs','xgboost-depthwise','sampling',1,40,454.176980957031,0.836209025646,400,400,0.25,63,6,1,1,1
'higgs','xgboost-depthwise','sampling',2,40,690.507407958984,0.836229171462,400,400,0.25,63,6,1,0.8,1
'higgs','xgboost-depthwise','sampling',3,40,633.589354003906,0.836982562415,400,400,0.25,63,6,1,0.6,1
'higgs','xgboost-depthwise','sampling',4,40,563.699270263672,0.835676917075,400,400,0.25,63,6,1,0.4,1
'higgs','xgboost-lossguide','leaves',1,20,899.484900634766,0.832800460780,2000,2000,0.25,7,0,1,1,1
'higgs','xgboost-lossguide','leaves',2,20,788.098055908203,0.838804835856,1499,1500,0.25,15,0,1,1,1
'higgs','xgboost-lossguide','leaves',3,20,615.963646728516,0.841702625871,998,1000,0.25,31,0,1,1,1
'higgs','xgboost-lossguide','leaves',4,20,414.877511962891,0.839532442410,500,500,0.25,63,0,1,1,1
'higgs','xgboost-lossguide','leaves',5,20,437.936171142578,0.843317644269,398,400,0.25,127,0,1,1,1
'higgs','xgboost-lossguide','leaves',6,20,497.953723144531,0.844818381326,350,350,0.25,255,0,1,1,1
'higgs','xgboost-lossguide','leaves',7,20,619.627553955078,0.845949528763,297,300,0.25,511,0,1,1,1
'higgs','xgboost-lossguide','leaves',8,20,784.823822998047,0.847941032281,250,250,0.25,1023,0,1,1,1
'higgs','xgboost-lossguide','leaves',9,20,1006.973077148437,0.847326972779,195,200,0.25,2047,0,1,1,1
'higgs','xgboost-lossguide','leaves',10,20,1343.038140869141,0.847727381496,115,150,0.25,4095,0,1,1,1
'higgs','xgboost-lossguide','depth',1,20,1064.039936279297,0.827786072589,2000,2000,0.25,7,3,1,1,1
'higgs','xgboost-lossguide','depth',2,20,1097.401873046875,0.835419759430,1499,1500,0.25,15,4,1,1,1
'higgs','xgboost-lossguide','depth',3,20,908.295571044922,0.839156671717,1000,1000,0.25,31,5,1,1,1
'higgs','xgboost-lossguide','depth',4,20,603.671271728516,0.837815694409,500,500,0.25,63,6,1,1,1
'higgs','xgboost-lossguide','depth',5,20,583.488105957031,0.841227910659,400,400,0.25,127,7,1,1,1
'higgs','xgboost-lossguide','depth',6,20,725.356817871094,0.844056640136,350,350,0.25,255,8,1,1,1
'higgs','xgboost-lossguide','depth',7,20,747.491775146484,0.845706024692,300,300,0.25,511,9,1,1,1
'higgs','xgboost-lossguide','depth',8,20,917.676226806641,0.846481645559,249,250,0.25,1023,10,1,1,1
'higgs','xgboost-lossguide','depth',9,20,990.271163085937,0.846737417884,200,200,0.25,2047,11,1,1,1
'higgs','xgboost-lossguide','depth',10,20,1125.231826904297,0.845981019755,150,150,0.25,4095,12,1,1,1
'higgs','xgboost-lossguide','hessian',1,20,702.348789062500,0.844654078613,200,200,0.25,1023,10,1,1,1
'higgs','xgboost-lossguide','hessian',2,20,661.233141113281,0.845245222662,200,200,0.25,1023,10,5,1,1
'higgs','xgboost-lossguide','hessian',3,20,628.275613037109,0.845230152271,200,200,0.25,1023,10,25,1,1
'higgs','xgboost-lossguide','hessian',4,20,556.639418212891,0.845018092246,200,200,0.25,1023,10,125,1,1
'higgs','xgboost-lossguide','sampling',1,20,496.063121093750,0.835800907089,400,400,0.25,63,6,1,1,1
'higgs','xgboost-lossguide','sampling',2,20,688.146818115234,0.836286210115,400,400,0.25,63,6,1,0.8,1
'higgs','xgboost-lossguide','sampling',3,20,618.833721191406,0.836510374684,400,400,0.25,63,6,1,0.6,1
'higgs','xgboost-lossguide','sampling',4,20,568.454292968750,0.835809306680,400,400,0.25,63,6,1,0.4,1
'higgs','xgboost-depthwise','depth',1,20,1142.093723632812,0.827299565408,1999,2000,0.25,7,3,1,1,1
'higgs','xgboost-depthwise','depth',2,20,1064.043102050781,0.834997116585,1500,1500,0.25,15,4,1,1,1
'higgs','xgboost-depthwise','depth',3,20,962.283703125000,0.839119967871,1000,1000,0.25,31,5,1,1,1
'higgs','xgboost-depthwise','depth',4,20,582.311807861328,0.838625029200,500,500,0.25,63,6,1,1,1
'higgs','xgboost-depthwise','depth',5,20,585.598798095703,0.841023485841,400,400,0.25,127,7,1,1,1
'higgs','xgboost-depthwise','depth',6,20,716.026767822266,0.844026048749,350,350,0.25,255,8,1,1,1
'higgs','xgboost-depthwise','depth',7,20,821.153092285156,0.845803282552,300,300,0.25,511,9,1,1,1
'higgs','xgboost-depthwise','depth',8,20,918.594310302734,0.846481645559,249,250,0.25,1023,10,1,1,1
'higgs','xgboost-depthwise','depth',9,20,977.389309082031,0.846737417884,200,200,0.25,2047,11,1,1,1
'higgs','xgboost-depthwise','depth',10,20,1145.003091064453,0.845981019755,150,150,0.25,4095,12,1,1,1
'higgs','xgboost-depthwise','hessian',1,20,657.391144042969,0.844654078613,200,200,0.25,1023,10,1,1,1
'higgs','xgboost-depthwise','hessian',2,20,637.469381835937,0.845245222662,200,200,0.25,1023,10,5,1,1
'higgs','xgboost-depthwise','hessian',3,20,590.514375244141,0.845230152271,200,200,0.25,1023,10,25,1,1
'higgs','xgboost-depthwise','hessian',4,20,529.301923095703,0.845018092246,200,200,0.25,1023,10,125,1,1
'higgs','xgboost-depthwise','sampling',1,20,440.608740966797,0.836209025646,400,400,0.25,63,6,1,1,1
'higgs','xgboost-depthwise','sampling',2,20,682.750642822266,0.836229171462,400,400,0.25,63,6,1,0.8,1
'higgs','xgboost-depthwise','sampling',3,20,598.175666259766,0.836982562415,400,400,0.25,63,6,1,0.6,1
'higgs','xgboost-depthwise','sampling',4,20,528.156325195313,0.835676917075,400,400,0.25,63,6,1,0.4,1
'higgs','xgboost-lossguide','leaves',1,10,1009.011611083984,0.832800460780,2000,2000,0.25,7,0,1,1,1
'higgs','xgboost-lossguide','leaves',2,10,835.600640136719,0.838804835856,1499,1500,0.25,15,0,1,1,1
'higgs','xgboost-lossguide','leaves',3,10,658.175005126953,0.841702625871,998,1000,0.25,31,0,1,1,1
'higgs','xgboost-lossguide','leaves',4,10,429.327450683594,0.839532442410,500,500,0.25,63,0,1,1,1
'higgs','xgboost-lossguide','leaves',5,10,441.327540039063,0.843317644269,398,400,0.25,127,0,1,1,1
'higgs','xgboost-lossguide','leaves',6,10,438.096130126953,0.844818381326,350,350,0.25,255,0,1,1,1
'higgs','xgboost-lossguide','leaves',7,10,500.378092041016,0.845949528763,297,300,0.25,511,0,1,1,1
'higgs','xgboost-lossguide','leaves',8,10,559.611209228516,0.847941032281,250,250,0.25,1023,0,1,1,1
'higgs','xgboost-lossguide','leaves',9,10,659.130619873047,0.847326972779,195,200,0.25,2047,0,1,1,1
'higgs','xgboost-lossguide','leaves',10,10,795.390687011719,0.847727381496,115,150,0.25,4095,0,1,1,1
'higgs','xgboost-lossguide','depth',1,10,1244.238151123047,0.827786072589,2000,2000,0.25,7,3,1,1,1
'higgs','xgboost-lossguide','depth',2,10,1241.893795410156,0.835419759430,1499,1500,0.25,15,4,1,1,1
'higgs','xgboost-lossguide','depth',3,10,1054.465514892578,0.839156671717,1000,1000,0.25,31,5,1,1,1
'higgs','xgboost-lossguide','depth',4,10,642.023664306641,0.837815694409,500,500,0.25,63,6,1,1,1
'higgs','xgboost-lossguide','depth',5,10,681.781750000000,0.841227910659,400,400,0.25,127,7,1,1,1
'higgs','xgboost-lossguide','depth',6,10,682.650578857422,0.844056640136,350,350,0.25,255,8,1,1,1
'higgs','xgboost-lossguide','depth',7,10,702.246855957031,0.845706024692,300,300,0.25,511,9,1,1,1
'higgs','xgboost-lossguide','depth',8,10,750.227467041016,0.846481645559,249,250,0.25,1023,10,1,1,1
'higgs','xgboost-lossguide','depth',9,10,768.631184082031,0.846737417884,200,200,0.25,2047,11,1,1,1
'higgs','xgboost-lossguide','depth',10,10,833.272447753906,0.845981019755,150,150,0.25,4095,12,1,1,1
'higgs','xgboost-lossguide','hessian',1,10,646.056399658203,0.844654078613,200,200,0.25,1023,10,1,1,1
'higgs','xgboost-lossguide','hessian',2,10,636.333699951172,0.845245222662,200,200,0.25,1023,10,5,1,1
'higgs','xgboost-lossguide','hessian',3,10,612.435010009766,0.845230152271,200,200,0.25,1023,10,25,1,1
'higgs','xgboost-lossguide','hessian',4,10,591.461798828125,0.845018092246,200,200,0.25,1023,10,125,1,1
'higgs','xgboost-lossguide','sampling',1,10,535.971211181641,0.835800907089,400,400,0.25,63,6,1,1,1
'higgs','xgboost-lossguide','sampling',2,10,779.756102050781,0.836286210115,400,400,0.25,63,6,1,0.8,1
'higgs','xgboost-lossguide','sampling',3,10,671.154270019531,0.836510374684,400,400,0.25,63,6,1,0.6,1
'higgs','xgboost-lossguide','sampling',4,10,608.049364257812,0.835809306680,400,400,0.25,63,6,1,0.4,1
'higgs','xgboost-depthwise','depth',1,10,1301.765019042969,0.827299565408,1999,2000,0.25,7,3,1,1,1
'higgs','xgboost-depthwise','depth',2,10,1223.187510009766,0.834997116585,1500,1500,0.25,15,4,1,1,1
'higgs','xgboost-depthwise','depth',3,10,1057.373010742187,0.839119967871,1000,1000,0.25,31,5,1,1,1
'higgs','xgboost-depthwise','depth',4,10,687.268625976562,0.838625029200,500,500,0.25,63,6,1,1,1
'higgs','xgboost-depthwise','depth',5,10,682.284981933594,0.841023485841,400,400,0.25,127,7,1,1,1
'higgs','xgboost-depthwise','depth',6,10,695.525519042969,0.844026048749,350,350,0.25,255,8,1,1,1
'higgs','xgboost-depthwise','depth',7,10,779.090555175781,0.845803282552,300,300,0.25,511,9,1,1,1
'higgs','xgboost-depthwise','depth',8,10,774.221738769531,0.846481645559,249,250,0.25,1023,10,1,1,1
